titulo,especificacoes,categoria,caracteristicas,vantagens,sobre o produto,imagem,link
Registro de Esfera em PVC,CCB: 11797 | Embalagem: 2 | Bitola: DN 60 | CCB: 11796 | Embalagem: 2 | Bitola: DN 50 | CCB: 11795 | Embalagem: 5 | Bitola: DN 40 | CCB: 11794 | Embalagem: 5 | Bitola: DN 32 | CCB: 11793 | Embalagem: 10 | Bitola: DN 25 | CCB: 11792 | Embalagem: 10 | Bitola: DN 20 | ,produtos|predial|agua-fria|amanco-soldavel|registro-de-esfera-em-pvc,"Atende norma NBR 5648,Disponível nos diâmetros de 20, 25, 32, 40, 50 e 60  mm,suporta pressão de serviço de até 750 kPa, (7,5 kgf/cm² ou 75 m.c.a.).","Rapidez na execução das juntas soldáveis,Solda com Adesivo Plástico ou Adesivo Plástico Extra Forte.","A linha Amanco Soldável é um sistema em PVC para condução de água fria com portfólio completo para atender todos os projetos, utilizada em obras residenciais, comerciais e industriais. Aplicada em instalações de água fria permanentes e embutidas.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2761/medium_REGISTRO-DE-ESFERA-SOLDAVEL-CCB-11792-11793-11794-11795-11796-11797-MR.jpeg,http://amanco.com.br/produtos/predial/agua-fria/amanco-soldavel/registro-de-esfera-em-pvc
Tê,SCB: 10296 | CCB: 11835 | Embalagem: 50 | Bitola: 25 mm | SCB: 11836 | CCB: 25 | Embalagem: 32 mm | Bitola: 11837 | SCB: 10 | CCB: 40 mm | Embalagem: 11838 | Bitola: 10 | SCB: 50 mm | CCB: 11839 | Embalagem: 5 | Bitola: 60 mm | SCB: 11840 | CCB: 5 | Embalagem: 75 mm | Bitola: 11841 | SCB: 3 | CCB: 85 mm | Embalagem: 10014 | Bitola: 1 | SCB: 110 mm | CCB: 10295 | Embalagem: 11834 | Bitola: 50 | ,produtos|predial|agua-fria|amanco-soldavel|te,"Atende norma NBR 5648,Disponível nos diâmetros de 20, 25, 32, 40, 50, 60, 75, 85 e 110 mm,suporta pressão de serviço de até 750 kPa, (7,5 kgf/cm² ou 75 m.c.a.).","Rapidez na execução das juntas soldáveis,Solda com Adesivo Plástico ou Adesivo Plástico Extra Forte.","A linha Amanco Soldável é um sistema em PVC para condução de água fria com portfólio completo para atender todos os projetos, utilizada em obras residenciais, comerciais e industriais. Aplicada em instalações de água fria permanentes e embutidas.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2752/medium_TE-SOLDAVEL-CCB-11834-11835-11836-11837-11838-11839-11840-11841-10014-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/amanco-soldavel/te
Registro de Esfera Monobloco,CCB: 98924 | Embalagem: 20 | Bitola: 1/2'' | CCB: 98925 | Embalagem: 20 | Bitola: 3/4'' | CCB: 98926 | Embalagem: 10 | Bitola: 1'' | CCB: 98927 | Embalagem: 5 | Bitola: 1 1/4'' | CCB: 98928 | Embalagem: 5 | Bitola: 1 1/2'' | CCB: 98929 | Embalagem: 2 | Bitola: 2'' | ,produtos|predial|agua-fria|amanco-roscavel|registro-de-esfera-monobloco,"Fabricado na cor preta,disponível nos diâmetros de ½"", ¾"", 1"", 1 ¼"", 1 ½"" e 2"" (referencial),Suporta pressão de serviço de até 750 kPa (7,5 kgf/cm² ou 75 m.c.a.), à temperatura de 20°C","Facilidade no desmontar ou remanejar a instalação, em casos de redes provisórias","A Linha Amanco Roscável pode ser utilizada em todos os tipos e padrões de obra residencial, comercial e industrial. Aplicado em instalações de água fria, instalações provisórias ou em locais que necessitem ser desmontados com frequência. Possui espessuras de paredes maiores que seus equivalentes da Linha Amanco Soldável, justamente para a confecção da abertura da rosca.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/1918/medium_REGISTRO-MONOBLOCO-ROSCAVEL-CCB-98924-98925-98926-98927-98928-98929-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/amanco-roscavel/registro-de-esfera-monobloco
Registro de Esfera Monobloco,CCB: 97413 | Embalagem: 20 | Bitola: DN 20 | CCB: 97424 | Embalagem: 20 | Bitola: DN 25 | CCB: 97426 | Embalagem: 10 | Bitola: DN 32 | CCB: 97427 | Embalagem: 5 | Bitola: DN 40 | CCB: 97428 | Embalagem: 5 | Bitola: DN 50 | CCB: 99383 | Embalagem: 2 | Bitola: DN 60 | ,produtos|predial|agua-fria|amanco-soldavel|registro-de-esfera-monobloco-2f9bdf35-b068-4fbb-b1b8-8df9ca05a8ae,"Atende norma NBR 5648,Disponível nos diâmetros de 20, 25, 32, 40, 50, 60 mm,suporta pressão de serviço de até 750 kPa, (7,5 kgf/cm² ou 75 m.c.a.).","Rapidez na execução das juntas soldáveis,Solda com Adesivo Plástico ou Adesivo Plástico Extra Forte.","A linha Amanco Soldável é um sistema em PVC para condução de água fria com portfólio completo para atender todos os projetos, utilizada em obras residenciais, comerciais e industriais. Aplicada em instalações de água fria permanentes e embutidas.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3356/medium_REGISTRO_MONOBLOCO_SOLDAVEL_CCB_97413_97424_97426_97427_97428_99383_HR.png,http://amanco.com.br/produtos/predial/agua-fria/amanco-soldavel/registro-de-esfera-monobloco-2f9bdf35-b068-4fbb-b1b8-8df9ca05a8ae
Solução Preparadora,CCB: 90133 | Peso Líquido: 200 ml | Embalagem: 12 | Outros: c/ tampa Fliptop | CCB: 90132 | Peso Líquido: 1 l | Embalagem: 6 | Outros: c/ tampa Fliptop | ,produtos|predial|agua-fria|adesivos|solucao-preparadora,"Indicada para todas as aplicações soldáveis;,Disponível n franco com 200ml ou 1L.","Limpa e prepara para a aplicação;,Sem toluol.","A Amanco Solução Preparadora é uma solução de hidrocarbonetos alifáticos e cetonas, especialmente destinada para preparação das superfícies a serem soldadas, eliminando gorduras e outras impurezas. A tampa com bico especial controla a dosagem de despejo.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/3404/medium_PACK-SOLUCAO-PREPARADORA-CCB-90132-90133-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/adesivos/solucao-preparadora
Tê,CCB: 98887 | Embalagem: 15 | Bitola: 32 mm x 3/4'' | CCB: 11846 | Embalagem: 50 | Bitola: 20 mm x 1/2'' | CCB: 11848 | Embalagem: 50 | Bitola: 25 mm x 3/4'' | CCB: 11847 | Embalagem: 50 | Bitola: 25 mm x 1/2'' | ,produtos|predial|agua-fria|amanco-soldavel|te-efc97dfc-77c1-4faa-88db-e189de022db4,"Atende norma NBR 5648,Disponível nos diâmetros de 20, 25, 32, 40, 50, 60, 75, 85 e 110 mm,suporta pressão de serviço de até 750 kPa, (7,5 kgf/cm² ou 75 m.c.a.).","Rapidez na execução das juntas soldáveis,Solda com Adesivo Plástico ou Adesivo Plástico Extra Forte.","A linha Amanco Soldável é um sistema em PVC para condução de água fria com portfólio completo para atender todos os projetos, utilizada em obras residenciais, comerciais e industriais. Aplicada em instalações de água fria permanentes e embutidas.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2757/medium_TE-LR-SOLDAVEL-COM-ROSCA-CCB-11846-11848-11847-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/amanco-soldavel/te-efc97dfc-77c1-4faa-88db-e189de022db4
Registro de Esfera Metálico,CCB: 98069 | Embalagem: 5 | Bitola: 1 1/4'' | CCB: 98070 | Embalagem: 2 | Bitola: 1 1/2'' | CCB: 98071 | Embalagem: 1 | Bitola: 2'' | CCB: 98066 | Embalagem: 8 | Bitola: 1/2'' | CCB: 98067 | Embalagem: 6 | Bitola: 3/4'' | CCB: 98068 | Embalagem: 8 | Bitola: 1'' | ,produtos|predial|agua-fria|amanco-roscavel|registro-de-esfera-metalico,"Disponível nos diâmetros de ½"", ¾"", 1"", 1 ¼"", 1 ½"" e 2"" (referencial),Suporta pressão de serviço de até 750 kPa (7,5 kgf/cm² ou 75 m.c.a.), à temperatura de 120°C","Facilidade no desmontar ou remanejar a instalação, em casos de redes provisórias","A Linha Amanco Roscável pode ser utilizada em todos os tipos e padrões de obra residencial, comercial e industrial. Aplicado em instalações de água fria, instalações provisórias ou em locais que necessitem ser desmontados com frequência. Possui espessuras de paredes maiores que seus equivalentes da Linha Amanco Soldável, justamente para a confecção da abertura da rosca.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/1917/medium_REGISTRO-DE-ESFERA-CCB-98066-98067-98068-MR%2Bcopy.png,http://amanco.com.br/produtos/predial/agua-fria/amanco-roscavel/registro-de-esfera-metalico
Joelho 90°,CCB: 98199 | Embalagem: 10 | Bitola: DN 15 | CCB: 98201 | Embalagem: 10 | Bitola: DN 22 | CCB: 98203 | Embalagem: 5 | Bitola: DN 28 | ,produtos|predial|agua-quente|amanco-flextemp|joelho-90-fd37c503-ea0b-495f-a72d-aa50e69712bf,"Tubos em polibutileno e conexões por Push-Fit que garantem praticidade e rapidez na instalação de sistemas de condução de água quente e fria,Manutenção fácil e sem perda de tubos e conexões,Diâmetros e metragens de bobina: DN 15 com bobina de 100 m, DN 22 e DN 28 com bobina de 50 m,Atende a uma pressão de serviço 80 m.c.a,Temperatura máxima de trabalho: 70° C.","Economia,Qualidade Comprovada,Flexibilidade dos Tubos,Durabilidade,Segurança das Juntas.","A linha Amanco Flextemp é um sistema de tubulação flexivel com tecnologia inovadora desenvolvida para instalações prediais de água quente e fria sob pressão. A linha pode ser utilizada em instalações comerciais e residencias, com sistema de engate rápido tipo Push fit (click), o que garante a produtividade da instalação.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2868/medium_JOELHO-90-98199-98201-98203-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-flextemp/joelho-90-fd37c503-ea0b-495f-a72d-aa50e69712bf
Joelho 90° Fêmea/Fêmea,CCB: 14538 | Embalagem: 1 | Bitola: DN 110 | CCB: 14203 | Embalagem: 10 | Bitola: DN 20 | CCB: 14204 | Embalagem: 10 | Bitola: DN 25 | CCB: 14205 | Embalagem: 10 | Bitola: DN 32 | CCB: 14533 | Embalagem: 5 | Bitola: DN 40 | CCB: 14534 | Embalagem: 2 | Bitola: DN 50 | CCB: 14535 | Embalagem: 1 | Bitola: DN 63 | CCB: 14536 | Embalagem: 1 | Bitola: DN 75 | CCB: 14537 | Embalagem: 1 | Bitola: DN 90 | ,produtos|predial|agua-quente|amanco-ppr|joelho-90-f-f,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2776/medium_JOELHO-90-F-F-14203-14204-14205-14533-14534-14535-14536-14537-14538-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/joelho-90-f-f
Joelho 45° Fêmea/Macho,CCB: 14530 | Embalagem: 10 | Bitola: DN 20 | CCB: 14531 | Embalagem: 10 | Bitola: DN 25 | CCB: 14532 | Embalagem: 10 | Bitola: DN 32 | ,produtos|predial|agua-quente|amanco-ppr|joelho-45-f-m,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2775/medium_JOELHO-45-F-M-14530-14531-14532-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/joelho-45-f-m
Nípel,SCB: 10198 | CCB: 11758 | Embalagem: 20 | Bitola: 1/2'' | SCB: 11759 | CCB: 20 | Embalagem: 3/4'' | Bitola: 11756 | SCB: 24 | CCB: 1'' | Embalagem: 11757 | Bitola: 10 | ,produtos|predial|agua-fria|amanco-roscavel|nipel,"Fabricado na cor branca,disponível nos diâmetros de ½, ¾, 1, 1 ¼, 1 ½ e 2 (referencial),Suporta pressão de serviço de até 750 kPa (7,5 kgf/cm² ou 75 m.c.a.), à temperatura de 20°C","Facilidade no desmontar ou remanejar a instalação, em casos de redes provisórias","A Linha Amanco Roscável pode ser utilizada em todos os tipos e padrões de obra residencial, comercial e industrial. Aplicado em instalações de água fria, instalações provisórias ou em locais que necessitem ser desmontados com frequência. Possui espessuras de paredes maiores que seus equivalentes da Linha Amanco Soldável, justamente para a confecção da abertura da rosca.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/1911/medium_NIPEL-ROSCAVEL-CCB-11758-11759-11756-11757-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/amanco-roscavel/nipel
Joelho 45° Fêmea/Fêmea,CCB: 14478 | Embalagem: 1 | Bitola: DN 110 | CCB: 14639 | Embalagem: 2 | Bitola: DN 50 | CCB: 14206 | Embalagem: 10 | Bitola: DN 20 | CCB: 14207 | Embalagem: 10 | Bitola: DN 25 | CCB: 14208 | Embalagem: 10 | Bitola: DN 32 | CCB: 14638 | Embalagem: 5 | Bitola: DN 40 | CCB: 14640 | Embalagem: 1 | Bitola: DN 63 | CCB: 14476 | Embalagem: 1 | Bitola: DN 75 | CCB: 14477 | Embalagem: 1 | Bitola: DN 90 | ,produtos|predial|agua-quente|amanco-ppr|joelho-45-f-f,"Sistema composto por tubos com comprimentos comerciais de 3 metros,Permitem a realização de instalações hidráulicas das mais variadas formas,Excelente resultado no tempo de aplicação. Junção por termofusão.","Suporta maiores temperaturas,Material atóxico,Livre de corrosão,Sem incrustações,Maior isolamento acústico,Resistência a impactos,Reciclável,Melhor custo-benefício,Maior produtividade,Não requer isolamento térmico,Garantia total das juntas,Limpeza da instalação,Otimização de projeto,Maior flxibilidade","Os tubos e conexões Amanco PPR são uma solução para condução de água quente e fria em instalações hidráulicas.São fabricados com um material inovador e de última geração, o Polipropileno Copolímero Random - tipo 3.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2774/medium_JOELHO-45-F-F-14206-14207-14208-14638-14639-14640-14476-14477-14478-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-ppr/joelho-45-f-f
Joelho 90°,CCB: 20261 | Embalagem: 10 | Bitola: DN 15 | CCB: 20262 | Embalagem: 10 | Bitola: DN 22 | CCB: 20263 | Embalagem: 10 | Bitola: DN 28 | CCB: 20268 | Embalagem: 10 | Bitola: DN 35 | CCB: 20269 | Embalagem: 10 | Bitola: DN 42 | CCB: 20270 | Embalagem: 5 | Bitola: DN 54 | CCB: 20271 | Embalagem: 5 | Bitola: DN 73 | CCB: 20272 | Embalagem: 2 | Bitola: DN 89 | CCB: 20273 | Embalagem: 1 | Bitola: DN 114 | ,produtos|predial|agua-quente|amanco-cpvc|joelho-90-9d5f319a-61fd-474b-b6ab-9ccc0b6474c0,"Cor: Bege,Diâmetros nominais:15,22,28,35,42,54,73,89 e 114."," ,Desempenho Elevado:, Melhor comportamento contra golpes de aríete (sobre pressão) e impactos., ,Material atóxico:, Proporciona maior segurança para os usuários., ,Livre de corrosão: ,Tem alta resistência química, proporcionando durabilidade. Elimina o risco de trocas e vazamentos devido a oxidação., ,Sem incrustações: ,Por ter paredes internas extremamente lisas e não conduzir energia elétrica, proporciona que ao longo do tempo a instalação fique sem incrustações e sem redução do diâmetro da tubulação., ,Mais Resistência: ,Suporta pressão de serviço de 8,6 Bar (86 mca) conduzindo agua a 82°C e de 30 Bar (300 mca) conduzindo agua a 20°C, ,Junta Simples:, A união de tubos e conexões é feito por junta soldável a frio com Adesivo Plástico CPVC.","Sistema composto de tubos e conexões fabricado com o composto FlowGuard®, que resulta em um produto final com resistência superior ao CPVC Convencional.,Indicado para instalações de água quente e fria sob pressão em edificações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2813/medium_JOELHO-90-CCB-18119-18120-18121-18808-18809-18810-18811-18812-18813-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-cpvc/joelho-90-9d5f319a-61fd-474b-b6ab-9ccc0b6474c0
Joelho 90° de Transição,CCB: 20264 | Embalagem: 10 | Bitola: DN 15 x 1/2 | CCB: 20265 | Embalagem: 10 | Bitola: DN 22 x 1/2 | CCB: 20266 | Embalagem: 10 | Bitola: DN 22 x 3/4 | CCB: 20267 | Embalagem: 10 | Bitola: DN 28 x 1 | ,produtos|predial|agua-quente|amanco-cpvc|joelho-90-de-transicao,"Cor: Bege,Diâmetros nominais:15,22,28,35,42,54,73,89 e 114."," ,Desempenho Elevado:, Melhor comportamento contra golpes de aríete (sobre pressão) e impactos., ,Material atóxico:, Proporciona maior segurança para os usuários., ,Livre de corrosão: ,Tem alta resistência química, proporcionando durabilidade. Elimina o risco de trocas e vazamentos devido a oxidação., ,Sem incrustações: ,Por ter paredes internas extremamente lisas e não conduzir energia elétrica, proporciona que ao longo do tempo a instalação fique sem incrustações e sem redução do diâmetro da tubulação., ,Mais Resistência: ,Suporta pressão de serviço de 8,6 Bar (86 mca) conduzindo agua a 82°C e de 30 Bar (300 mca) conduzindo agua a 20°C, ,Junta Simples:, A união de tubos e conexões é feito por junta soldável a frio com Adesivo Plástico CPVC.","Sistema composto de tubos e conexões fabricado com o composto FlowGuard®, que resulta em um produto final com resistência superior ao CPVC Convencional.,Indicado para instalações de água quente e fria sob pressão em edificações.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/2814/medium_JOELHO-90-DE-TRANSICAO-CCB-18137-18138-18139-WEB.jpg,http://amanco.com.br/produtos/predial/agua-quente/amanco-cpvc/joelho-90-de-transicao
Plug,SCB: 98897 | CCB: 20 | Embalagem: 1 1/4'' | Bitola: 98898 | SCB: 5 | CCB: 2'' | Embalagem: 10202 | Bitola: 11763 | SCB: 50 | CCB: 1/2'' | Embalagem: 10203 | Bitola: 11764 | SCB: 50 | CCB: 3/4'' | Embalagem: 11761 | Bitola: 50 | SCB: 1'' | CCB: 11762 | Embalagem: 16 | Bitola: 1 1/2'' | ,produtos|predial|agua-fria|amanco-roscavel|plug,"Fabricado na cor branca,disponível nos diâmetros de ½, ¾, 1, 1 ¼, 1 ½ e 2 (referencial),Suporta pressão de serviço de até 750 kPa (7,5 kgf/cm² ou 75 m.c.a.), à temperatura de 20°C","Facilidade no desmontar ou remanejar a instalação, em casos de redes provisórias","A Linha Amanco Roscável pode ser utilizada em todos os tipos e padrões de obra residencial, comercial e industrial. Aplicado em instalações de água fria, instalações provisórias ou em locais que necessitem ser desmontados com frequência. Possui espessuras de paredes maiores que seus equivalentes da Linha Amanco Soldável, justamente para a confecção da abertura da rosca.",http://assets.production.amanco.com.br.s3.amazonaws.com/uploads/image/file/1912/medium_PLUG-ROSCAVEL-CCB-11763-11764-11761-11762-WEB.jpg,http://amanco.com.br/produtos/predial/agua-fria/amanco-roscavel/plug
